dependency:requirements.txt:postgres-drivers	requirements.txt	psycopg[binary]>=3.1	rewrite_current_authority
environment-dependency:news-please	<environment>	news-please	retire_pg_only
environment-dependency:psycopg2	<environment>	psycopg2	retire_pg_only
module_import:data_sources/financial_datasets_client.py:psycopg	data_sources/financial_datasets_client.py	psycopg	rewrite_current_authority
module_import:data_sources/financial_datasets_client.py:psycopg2	data_sources/financial_datasets_client.py	psycopg2	rewrite_current_authority
module_import:data_sources/financial_datasets_client.py:psycopg2.extras	data_sources/financial_datasets_client.py	psycopg2.extras	rewrite_current_authority
module_import:extensions/sa_alpha_picks/install.sh:psycopg	extensions/sa_alpha_picks/install.sh	psycopg	retain_operator_remove_pg_branch
module_import:extensions/sa_alpha_picks/install.sh:psycopg2	extensions/sa_alpha_picks/install.sh	psycopg2	retain_operator_remove_pg_branch
module_import:extensions/sa_alpha_picks/install_firefox.sh:psycopg	extensions/sa_alpha_picks/install_firefox.sh	psycopg	retain_operator_remove_pg_branch
module_import:extensions/sa_alpha_picks/install_firefox.sh:psycopg2	extensions/sa_alpha_picks/install_firefox.sh	psycopg2	retain_operator_remove_pg_branch
module_import:src/agents/anthropic_agent/agent.py:src.tools.backends.db_backend.DatabaseBackend	src/agents/anthropic_agent/agent.py	src.tools.backends.db_backend.DatabaseBackend	rewrite_current_authority
module_import:src/agents/anthropic_agent/agent.py:src.tools.data_access.DataAccessLayer	src/agents/anthropic_agent/agent.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/agents/cli.py:src.tools.backends.db_backend.DatabaseBackend	src/agents/cli.py	src.tools.backends.db_backend.DatabaseBackend	rewrite_current_authority
module_import:src/agents/cli.py:src.tools.data_access.DataAccessLayer	src/agents/cli.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/agents/openai_agent/agent.py:src.tools.backends.db_backend.DatabaseBackend	src/agents/openai_agent/agent.py	src.tools.backends.db_backend.DatabaseBackend	rewrite_current_authority
module_import:src/agents/openai_agent/agent.py:src.tools.data_access.DataAccessLayer	src/agents/openai_agent/agent.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/api/dependencies.py:src.tools.data_access.DataAccessLayer	src/api/dependencies.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/api/routes/app_records.py:src.app_records_migrate.PgAppRecordsSource	src/api/routes/app_records.py	src.app_records_migrate.PgAppRecordsSource	retire_pg_only
module_import:src/api/routes/app_records.py:src.app_records_migrate.apply_migration	src/api/routes/app_records.py	src.app_records_migrate.apply_migration	retire_pg_only
module_import:src/api/routes/app_records.py:src.app_records_migrate.preview_migration	src/api/routes/app_records.py	src.app_records_migrate.preview_migration	retire_pg_only
module_import:src/api/routes/fundamentals.py:src.tools.data_access.DataAccessLayer	src/api/routes/fundamentals.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/api/routes/news.py:src.tools.data_access.DataAccessLayer	src/api/routes/news.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/api/routes/profile.py:src.tools.data_access.DataAccessLayer	src/api/routes/profile.py	src.tools.data_access.DataAccessLayer	rewrite_current_authority
module_import:src/app_records_migrate.py:psycopg	src/app_records_migrate.py	psycopg	retire_pg_only
module_import:src/app_records_migrate.py:psycopg2	src/app_records_migrate.py	psycopg2	retire_pg_only
module_import:src/app_records_migrate.py:psycopg2.extras.RealDictCursor	src/app_records_migrate.py	psycopg2.extras.RealDictCursor	retire_pg_only
module_import:src/app_records_store.py:psycopg	src/app_records_store.py	psycopg	rewrite_current_authority
module_import:src/app_records_store.py:psycopg2	src/app_records_store.py	psycopg2	rewrite_current_authority
