archive:docker/README.md	docker/README.md	archive_asset
archive:docker/docker-compose.yml	docker/docker-compose.yml	archive_asset
archive:sql/001_init_schema.sql	sql/001_init_schema.sql	archive_asset
archive:sql/003_add_reports.sql	sql/003_add_reports.sql	archive_asset
archive:sql/004_add_memories.sql	sql/004_add_memories.sql	archive_asset
archive:sql/005_add_financial_cache.sql	sql/005_add_financial_cache.sql	archive_asset
archive:sql/006_add_news_search.sql	sql/006_add_news_search.sql	archive_asset
archive:sql/007_add_sa_alpha_picks.sql	sql/007_add_sa_alpha_picks.sql	archive_asset
archive:sql/008_add_sa_articles.sql	sql/008_add_sa_articles.sql	archive_asset
archive:sql/009_add_sa_market_news.sql	sql/009_add_sa_market_news.sql	archive_asset
archive:sql/010_add_sa_market_news_detail.sql	sql/010_add_sa_market_news_detail.sql	archive_asset
archive:sql/011_add_job_runs.sql	sql/011_add_job_runs.sql	archive_asset
archive:sql/012_add_sa_comment_signals.sql	sql/012_add_sa_comment_signals.sql	archive_asset
archive:sql/013_add_p1_2_macro_calendar.sql	sql/013_add_p1_2_macro_calendar.sql	archive_asset
archive:sql/014_sa_alpha_picks_closed_date_and_dual_membership.sql	sql/014_sa_alpha_picks_closed_date_and_dual_membership.sql	archive_asset
archive:sql/015_sa_alpha_picks_closed_event_identity.sql	sql/015_sa_alpha_picks_closed_event_identity.sql	archive_asset
cli:extensions/sa_alpha_picks/install.sh:extensions_sa_alpha_picks_install.sh	extensions/sa_alpha_picks/install.sh	cli_entrypoint
cli:extensions/sa_alpha_picks/install_firefox.sh:extensions_sa_alpha_picks_install_firefox.sh	extensions/sa_alpha_picks/install_firefox.sh	cli_entrypoint
cli:src/agents/cli.py:legacy-agent	src/agents/cli.py	cli_entrypoint
cli:src/agents/openai_agent/agent.py:legacy-agent	src/agents/openai_agent/agent.py	cli_entrypoint
cli:src/audit/sa_article_reconciliation.py:argparse.ArgumentParser	src/audit/sa_article_reconciliation.py	cli_entrypoint
cli:src/audit/universe_retirement.py:argparse.ArgumentParser	src/audit/universe_retirement.py	cli_entrypoint
cli:src/daily_update.py:argparse.ArgumentParser	src/daily_update.py	cli_entrypoint
cli:src/sa_native_host.py:main	src/sa_native_host.py	cli_entrypoint
cli:src/smoke/pg_unreachable_e2e.py:argparse.ArgumentParser	src/smoke/pg_unreachable_e2e.py	cli_entrypoint
cli:tests/live/smoke_fred.py:main	tests/live/smoke_fred.py	cli_entrypoint
dependency:requirements.txt:postgres-drivers	requirements.txt	dependency
documentation:README.md	README.md	documentation_claim
documentation:data_sources/DATA_SOURCE_QUIRKS.md	data_sources/DATA_SOURCE_QUIRKS.md	documentation_claim
documentation:docker/README.md	docker/README.md	documentation_claim
