inheritance:src/tools/backends/local_market_backend.py:LocalMarketDatabaseBackend	src/tools/backends/local_market_backend.py	LocalMarketDatabaseBackend	inheritance
inheritance:src/tools/backends/sa_capture_backend.py:SACaptureDatabaseBackend	src/tools/backends/sa_capture_backend.py	SACaptureDatabaseBackend	inheritance
inheritance:tests/test_db_backend_retired_pg_sa.py:NoPGSA	tests/test_db_backend_retired_pg_sa.py	_NoPGSA	inheritance
inheritance:tests/test_db_backend_retired_prices.py:NoPgDatabaseBackend	tests/test_db_backend_retired_prices.py	NoPgDatabaseBackend	inheritance
inheritance:tests/test_pg_unreachable_e2e.py:FakePoison	tests/test_pg_unreachable_e2e.py	FakePoison	inheritance
inheritance:tests/test_sa_reconciliation_native_host.py:Backend	tests/test_sa_reconciliation_native_host.py	Backend	inheritance
inheritance:tests/test_sa_reconciliation_native_host.py:MetaBackend	tests/test_sa_reconciliation_native_host.py	MetaBackend	inheritance
inheritance:tests/test_sa_reconciliation_native_host.py:NoPG	tests/test_sa_reconciliation_native_host.py	NoPG	inheritance
type_gate:src/agents/anthropic_agent/agent.py:isinstance	src/agents/anthropic_agent/agent.py	isinstance	type_gate
type_gate:src/agents/cli.py:isinstance	src/agents/cli.py	isinstance	type_gate
type_gate:src/agents/openai_agent/agent.py:isinstance	src/agents/openai_agent/agent.py	isinstance	type_gate
type_gate:src/tools/data_access.py:isinstance	src/tools/data_access.py	isinstance	type_gate
type_gate:src/tools/freshness.py:isinstance	src/tools/freshness.py	isinstance	type_gate
type_gate:tests/test_db_backend.py:isinstance	tests/test_db_backend.py	isinstance	type_gate
type_gate:tests/test_freshness.py:isinstance	tests/test_freshness.py	isinstance	type_gate
type_gate:tests/test_job_runs.py:isinstance	tests/test_job_runs.py	isinstance	type_gate
type_gate:tests/test_market_data_admin.py:isinstance	tests/test_market_data_admin.py	isinstance	type_gate
type_gate:tests/test_news_pg_unreachable.py:isinstance	tests/test_news_pg_unreachable.py	isinstance	type_gate
type_gate:tests/test_sa_capture_backend.py:isinstance	tests/test_sa_capture_backend.py	isinstance	type_gate
type_gate:tests/test_sqlite_backend.py:isinstance	tests/test_sqlite_backend.py	isinstance	type_gate
