path	task	action	base_lines	base_sha256
src/ticker_identity_transition.py	T1/T2	modify	1606	aeae4d6feb1a8691f6f352eb2c7b52e860f63a324b48343dd358fed14dc2d68e
src/ticker_identity_service.py	T1/T2	modify	384	f15417c8f3c1e76cbe5ae5ae39a805d2ca36c486358f55ed35fd78cbd05c50f7
src/security_lifecycle_automation_worker.py	T1	modify	459	9b3e48edcd22ca2ea120de1bfebea13842867dbc03de91f1d3b0e6b3b58b7009
src/security_lifecycle_fact_kernel.py	T5	modify	1244	101ebf9057601d1af63ea914730859d23eea4e3ec86380ce15a83d50ffb35c10
src/service/security_lifecycle_automation_scheduler.py	T1	modify	758	ea308d3b204ed1bb22a3288e25a691ec3019464dd961c9116e2aa7edc4fc0743
src/security_lifecycle_investigation.py	T3	modify	1739	dd786629aac84be4652cc9763124f2319aaa89f72126977ff85865a290236637
src/security_lifecycle_translation.py	T3	add	0	ABSENT
src/card_synthesis.py	T3	modify	863	096ba701da083c88a60738cfb65f2ba8941b1faa9f5db4c780530f41c5e29a27
src/api/routes/ticker_identity.py	T2	modify	205	3bb85c68f3571a6b9bc4a76af7341d3f079d3318c290467ad8aa4700813f81ee
src/api/routes/security_lifecycle.py	T3	modify	491	af4fb0c5bcbfe9831c1737941f4891bd85e51311d5aaf48b9dea536cb68d1bdd
src/tools/security_lifecycle_tools.py	T2/T3	modify	447	ff58064c1fa061e8cb79a04985367a050cd7d4c939db88cac58ba90a94020a6e
tests/test_ticker_identity_transition.py	T1/T2	modify	1313	67c2d38012e79a437ad6d8d13a4c77e8ecc68028980808de1608f75574089188
tests/test_ticker_identity_routes.py	T2	modify	410	d6e7d833b325b0787dc54a239f519275fa41613a2d05769bf6dce2a4b340e6c7
tests/test_security_lifecycle_automation_worker.py	T1	modify	632	43640f9ce2d1ad58b61077d4cce8ee88a00433a5879807ba998087bb9f29d334
tests/test_security_lifecycle_automation_scheduler.py	T1	modify	182	fb6c699f77cb774066b16c6f57abec3be940529cc9c5c4751de0f7524d0837b4
tests/test_security_lifecycle_translation.py	T3	add	0	ABSENT
tests/test_security_lifecycle_routes.py	T3	modify	899	0c529aae2e1f73ce8b4bcd9c3dfbbb43fec67c96022d29f273acb7fe4a9f1d9d
tests/test_security_lifecycle_tools.py	T2/T3	modify	580	1d9cebe817cbd91e85d215f701c30d3c54e25e9ca7fbea77bdcf994b9781cd8c
tests/test_card_synthesis.py	T3	modify	696	715537baa2ad332ed0e7debc23683d6d5c35fbf51451f36ff52e55696e4a3e7f
tests/test_api.py	T2	modify	750	da8fc8c9e5c66b2e013afcd3fe1808b583c6f7ad83d8a7ac6b451947e2dd7a8b
apps/arkscope-web/src/api.ts	T4	modify	3513	a5730466494ebd2fc36f27066d06700a94768760dd237e78416cf6552db3335a
apps/arkscope-web/src/lifecycle/LifecycleActivityBand.tsx	T4	add	0	ABSENT
apps/arkscope-web/src/lifecycle/LifecycleActivityBand.test.tsx	T4	add	0	ABSENT
apps/arkscope-web/src/lifecycle/LifecycleView.tsx	T4	modify	1589	2c7ef8df4eba3b14d33ff56ddcadc600bb2dec7201e28931894d75c877fb599e
apps/arkscope-web/src/lifecycle/LifecycleView.test.tsx	T4	modify	857	0ff1c87524109ecb77d32b161864f837d2256aaedf6376b4cc04d9f443d25a1a
apps/arkscope-web/src/lifecycle/lifecyclePresentation.ts	T4	modify	259	0182acf495e4f57e27fda658db485ce070880ff33a1be30ce96597146f9f7c6e
apps/arkscope-web/src/lifecycle/lifecyclePresentation.test.ts	T4	modify	108	829c1a00e66b02c271853b6ba975619a48c1559efb32af3bc3a2f48459f220e6
apps/arkscope-web/src/lifecycle/tickerIdentityPresentation.ts	T4	modify	48	e80d36642d3bd22fcec4d7aa3a467fbe380a14e286e4eb9e763feaa055098fdc
apps/arkscope-web/src/lifecycle/tickerIdentityPresentation.test.ts	T4	modify	82	2b33293f31af71cdbac4d994ed979f7a726287c1e1d406e3f9ebc89e7805af11
apps/arkscope-web/src/i18n/resources/en/explore.ts	T4	modify	678	be61cbf34a4d0713cfec44ac8a9c7e17c12b10b6ec3e0a10cc80f11a23edfa49
apps/arkscope-web/src/i18n/resources/zh-Hant/explore.ts	T4	modify	675	01d6e0fbfe4f4b355ae3d3b64b0eb8460474afc2bda9e2a346bb5ccd92ac152a
apps/arkscope-web/src/i18n/resources.test.ts	T4	modify	1278	1f36f551a1be951a8e5e814cfe8c77e4204e1bc3f2eaea270c061494a5068e80
apps/arkscope-web/src/styles.css	T4	modify	3201	f1b7a2782547192a6bef77bcd95a782b9ddbee76f398ec6b948909803e940bed
docs/design/PROJECT_PRIORITY_MAP.md	T0/T6	modify	1417	8b41c85b0a467f11d8413ca54ba48f122ed45c35ef1fbe542adecbc74ba172cf
